dc:identifier,dc:modified,ayto:type,ayto:latitude,ayto:longitude,ayto:temperature,ayto:battery,ayto:light,ayto:noise,uri
545,2020-11-29T13:11:57Z,WeatherObserved,43.46307,-3.79925,16.9,,11.5,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/545.csv
171,2020-11-29T13:11:44Z,WeatherObserved,43.46229,-3.79956,22.58,,4530.49,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/171.csv
394,2020-11-29T13:11:27Z,WeatherObserved,43.46252,-3.79834,18.9,,645.74,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/394.csv
459,2020-11-29T13:10:32Z,WeatherObserved,43.46263,-3.7988,16.0,,517.26,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/459.csv
178,2020-11-29T13:10:26Z,WeatherObserved,43.46269,-3.7969,20.83,,1.65,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/178.csv
2566,2020-11-29T13:10:14Z,WeatherObserved,43.46286,-3.80351,16.51,,2908.92,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/2566.csv
281,2020-11-29T13:10:09Z,NoiseLevelObserved,43.46232,-3.79918,,,,69.7,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/281.csv
398,2020-11-29T13:10:09Z,NoiseLevelObserved,43.46262,-3.79819,,,,53.6,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/398.csv
177,2020-11-29T13:10:09Z,WeatherObserved,43.46252,-3.7972,0.0,,4.28,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/177.csv
547,2020-11-29T13:10:09Z,WeatherObserved,43.46292,-3.79825,18.12,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/547.csv
42,2020-11-29T13:10:09Z,WeatherObserved,43.46181,-3.79944,18.7,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/42.csv
13,2020-11-29T13:10:09Z,WeatherObserved,43.46231,-3.79772,19.22,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/13.csv
175,2020-11-29T13:10:09Z,WeatherObserved,43.46243,-3.79794,0.0,,4627.15,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/175.csv
279,2020-11-29T13:10:09Z,WeatherObserved,43.46302,-3.79842,16.9,,1.82,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/279.csv
546,2020-11-29T13:10:09Z,WeatherObserved,43.46319,-3.79814,20.32,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/546.csv
460,2020-11-29T13:10:09Z,WeatherObserved,43.46327,-3.79832,16.19,,481.66,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/460.csv
176,2020-11-28T02:08:55Z,WeatherObserved,43.46248,-3.79751,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/176.csv
737,2020-09-09T05:30:22Z,NoiseLevelObserved,43.45487,-3.81289,,,,54.4,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/737.csv
736,2020-09-09T05:29:42Z,NoiseLevelObserved,43.45466,-3.81251,,,,50.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/736.csv
594,2020-09-09T05:29:16Z,WeatherObserved,43.45431,-3.81282,25.87,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/594.csv
615,2020-09-09T05:28:47Z,WeatherObserved,43.45778,-3.80917,0.0,,919.88,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/615.csv
599,2020-09-09T05:28:13Z,WeatherObserved,43.45571,-3.81211,17.16,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/599.csv
606,2020-09-09T05:27:27Z,WeatherObserved,43.45397,-3.81316,28.45,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/606.csv
575,2020-09-09T05:27:26Z,WeatherObserved,43.4559,-3.81214,16.77,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/575.csv
604,2020-09-09T05:26:53Z,WeatherObserved,43.45714,-3.81019,17.8,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/604.csv
609,2020-09-09T05:26:44Z,WeatherObserved,43.45606,-3.81121,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/609.csv
612,2020-09-09T05:25:53Z,WeatherObserved,43.4584,-3.80866,22.96,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/612.csv
586,2020-09-09T05:25:46Z,WeatherObserved,43.45517,-3.81203,20.06,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/586.csv
253,2020-03-05T15:26:45Z,NoiseLevelObserved,43.46227,-3.8031,,,,59.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/253.csv
542,2019-12-12T17:02:58Z,WeatherObserved,43.4629,-3.79948,12.0,,0.06,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/542.csv
8,2019-12-12T17:02:51Z,WeatherObserved,43.46224,-3.79852,12.45,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/8.csv
543,2019-12-12T17:01:24Z,WeatherObserved,43.46267,-3.79951,11.67,,13.42,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/543.csv
393,2019-12-12T17:00:59Z,WeatherObserved,43.46238,-3.79942,14.0,,0.07,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/393.csv
12,2019-12-12T17:00:53Z,WeatherObserved,43.46198,-3.79796,13.54,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/12.csv
6,2019-12-12T09:54:35Z,WeatherObserved,43.46212,-3.79979,-7.67,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/6.csv
3224,2019-12-02T03:07:25Z,WeatherObserved,43.47556,-3.79906,0.0,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/3224.csv
735,2019-11-11T12:44:04Z,NoiseLevelObserved,43.45536,-3.81187,,,,258.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/735.csv
583,2019-11-01T16:23:44Z,WeatherObserved,43.45566,-3.81157,18.38,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/583.csv
11,2019-10-27T15:17:21Z,WeatherObserved,43.46206,-3.79749,-8.45,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/11.csv
593,2019-10-27T10:32:19Z,WeatherObserved,43.45686,-3.81044,22.96,,544.7,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/593.csv
248,2019-10-22T07:49:09Z,WeatherObserved,43.46259,-3.80368,14.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/248.csv
3,2019-10-20T10:50:38Z,WeatherObserved,43.46192,-3.80176,10.25,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/3.csv
165,2019-10-20T10:49:03Z,WeatherObserved,43.46187,-3.80382,11.22,,17.15,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/165.csv
5,2019-10-18T04:18:07Z,WeatherObserved,43.46203,-3.80058,16.25,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/5.csv
2,2019-10-18T03:25:17Z,WeatherObserved,43.46184,-3.80202,15.87,,0.64,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/2.csv
246,2019-04-10T16:05:00Z,NoiseLevelObserved,43.46242,-3.80549,,,,54.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/246.csv
449,2019-04-10T16:04:32Z,WeatherObserved,43.46208,-3.80741,13.22,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/449.csv
450,2019-04-10T16:04:19Z,WeatherObserved,43.4618,-3.80757,13.29,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/450.csv
237,2019-04-10T16:04:13Z,NoiseLevelObserved,43.46217,-3.80704,,,,50.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/237.csv
232,2019-04-10T16:02:55Z,WeatherObserved,43.46219,-3.80768,11.67,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/232.csv
245,2019-04-10T16:02:26Z,WeatherObserved,43.46204,-3.80485,13.67,,114.78,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/245.csv
234,2019-04-10T16:02:11Z,WeatherObserved,43.46284,-3.80716,14.0,,7.91,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/234.csv
241,2019-04-10T16:02:08Z,WeatherObserved,43.46264,-3.80544,13.41,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/241.csv
242,2019-04-10T16:01:15Z,WeatherObserved,43.46246,-3.80542,14.06,,3.27,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/242.csv
239,2019-04-10T16:01:11Z,WeatherObserved,43.46211,-3.80737,13.8,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/239.csv
233,2019-04-10T16:00:40Z,WeatherObserved,43.4625,-3.80753,11.74,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/233.csv
235,2019-04-10T16:00:21Z,WeatherObserved,43.46282,-3.80735,14.25,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/235.csv
297,2019-03-01T04:09:45Z,NoiseLevelObserved,43.46386,-3.79968,,,,65.5,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/297.csv
305,2019-02-27T10:27:10Z,WeatherObserved,43.46465,-3.79743,22.58,,49.94,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/305.csv
744,2019-02-19T01:52:31Z,WeatherObserved,43.45706,-3.81364,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/744.csv
364,2019-01-30T03:22:49Z,WeatherObserved,43.46323,-3.81102,8.12,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/364.csv
341,2019-01-09T11:36:36Z,WeatherObserved,43.46359,-3.80626,11.22,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/341.csv
505,2019-01-09T11:35:40Z,WeatherObserved,43.46359,-3.80555,10.96,,127.42,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/505.csv
502,2019-01-09T11:33:59Z,WeatherObserved,43.46385,-3.80613,10.51,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/502.csv
484,2019-01-09T11:33:44Z,WeatherObserved,43.46474,-3.8067,10.25,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/484.csv
530,2018-12-24T17:16:41Z,WeatherObserved,43.46316,-3.80046,13.61,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/530.csv
407,2018-12-02T12:38:11Z,NoiseLevelObserved,43.46294,-3.79703,,,,100.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/407.csv
401,2018-12-01T21:14:01Z,WeatherObserved,43.46275,-3.79753,13.74,,0.1,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/401.csv
613,2018-11-30T11:14:01Z,WeatherObserved,43.4566,-3.81069,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/613.csv
482,2018-11-20T10:41:45Z,WeatherObserved,43.4647,-3.80774,10.32,,222.71,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/482.csv
3240,2018-11-07T10:18:39Z,WeatherObserved,43.45276,-3.82524,0.0,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/3240.csv
495,2018-09-25T11:59:46Z,WeatherObserved,43.46436,-3.80607,0.0,,29877.53,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/495.csv
2526,2018-07-16T06:22:04Z,WeatherObserved,43.4525,-3.82652,17.03,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/2526.csv
2536,2018-07-16T06:21:51Z,WeatherObserved,43.45427,-3.82798,17.22,,197.5,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/2536.csv
587,2018-07-16T06:21:33Z,WeatherObserved,43.45196,-3.82559,16.45,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/587.csv
579,2018-07-16T06:21:00Z,WeatherObserved,43.4529,-3.82488,17.03,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/579.csv
2540,2018-07-16T06:20:55Z,WeatherObserved,43.45346,-3.82851,17.41,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/2540.csv
2532,2018-07-16T06:20:42Z,WeatherObserved,43.45255,-3.82808,17.16,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/2532.csv
2541,2018-07-16T06:20:39Z,WeatherObserved,43.45321,-3.82802,16.38,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/2541.csv
616,2018-07-16T06:19:52Z,WeatherObserved,43.45269,-3.82661,17.29,,137.06,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/616.csv
2521,2018-07-16T06:19:28Z,WeatherObserved,43.45355,-3.82443,14.96,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/2521.csv
582,2018-07-16T06:19:01Z,WeatherObserved,43.45223,-3.82481,0.0,,64.1,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/582.csv
2530,2018-07-16T06:17:50Z,WeatherObserved,43.45418,-3.82829,16.12,,54.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/2530.csv
597,2018-07-16T06:17:33Z,WeatherObserved,43.4524,-3.82758,15.22,,107.68,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/597.csv
512,2018-07-15T22:26:10Z,WeatherObserved,43.46417,-3.80979,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/512.csv
267,2018-07-06T19:11:12Z,WeatherObserved,43.46276,-3.80071,25.29,,0.01,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/267.csv
391,2018-06-29T01:49:31Z,WeatherObserved,43.46222,-3.80286,18.12,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/391.csv
548,2018-06-08T15:42:54Z,WeatherObserved,43.46266,-3.79845,17.29,,15.59,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/548.csv
174,2018-06-07T17:57:38Z,WeatherObserved,43.4624,-3.79832,17.67,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/174.csv
300,2018-05-21T07:45:30Z,WeatherObserved,43.46393,-3.79859,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/300.csv
169,2018-04-06T05:50:50Z,WeatherObserved,43.46224,-3.80034,16.9,,877.02,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/169.csv
541,2018-03-24T11:06:44Z,WeatherObserved,43.46254,-3.80006,11.09,,846.56,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/541.csv
388,2018-03-22T23:48:08Z,WeatherObserved,43.46207,-3.80157,6.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/388.csv
366,2018-02-28T00:29:31Z,NoiseLevelObserved,43.46324,-3.81126,,,,65.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/366.csv
430,2018-02-08T08:37:38Z,WeatherObserved,43.4625,-3.81401,4.32,,10.48,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/430.csv
433,2018-02-08T08:37:36Z,WeatherObserved,43.46264,-3.81297,5.54,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/433.csv
222,2018-02-08T08:37:31Z,WeatherObserved,43.46217,-3.81334,3.54,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/222.csv
211,2018-02-08T08:37:15Z,WeatherObserved,43.46321,-3.81407,4.45,,57.03,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/211.csv
227,2018-02-08T08:37:06Z,WeatherObserved,43.46337,-3.81259,4.83,,1.22,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/227.csv
268,2018-02-08T08:36:47Z,WeatherObserved,43.46322,-3.80132,0.0,,6561887.4,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/268.csv
208,2018-02-08T08:36:45Z,WeatherObserved,43.46338,-3.8131,5.22,,192.53,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/208.csv
218,2018-02-08T08:36:38Z,WeatherObserved,43.46255,-3.81374,3.8,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/218.csv
377,2018-02-08T08:36:36Z,NoiseLevelObserved,43.4637,-3.80979,,,,67.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/377.csv
228,2018-02-08T08:35:41Z,WeatherObserved,43.46303,-3.81298,5.8,,224.65,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/228.csv
432,2018-02-08T08:35:40Z,WeatherObserved,43.46305,-3.81442,4.7,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/432.csv
231,2018-02-08T08:35:22Z,NoiseLevelObserved,43.46297,-3.81143,,,,59.2,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/231.csv
223,2018-02-08T08:35:18Z,WeatherObserved,43.46222,-3.81364,5.09,,36.18,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/223.csv
217,2018-02-08T08:35:18Z,WeatherObserved,43.46258,-3.81339,2.96,,48.78,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/217.csv
215,2018-02-08T08:35:15Z,WeatherObserved,43.46287,-3.81365,4.51,,5.67,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/215.csv
225,2018-02-08T08:34:50Z,WeatherObserved,43.46217,-3.81312,4.25,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/225.csv
214,2018-02-08T08:34:37Z,WeatherObserved,43.46311,-3.81368,5.61,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/214.csv
229,2018-02-08T08:34:32Z,WeatherObserved,43.46216,-3.81199,5.35,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/229.csv
221,2018-02-08T08:33:56Z,WeatherObserved,43.46229,-3.81277,4.83,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/221.csv
209,2018-02-08T08:33:35Z,WeatherObserved,43.46328,-3.81343,4.77,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/209.csv
230,2018-02-08T08:33:26Z,WeatherObserved,43.46216,-3.81176,5.48,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/230.csv
226,2018-02-08T08:31:59Z,NoiseLevelObserved,43.46244,-3.8116,,,,69.5,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/226.csv
742,2018-02-06T03:37:05Z,NoiseLevelObserved,43.46078,-3.81848,,,,67.5,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/742.csv
686,2018-02-06T03:36:54Z,WeatherObserved,43.46056,-3.81936,5.09,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/686.csv
692,2018-02-06T03:36:25Z,WeatherObserved,43.4597,-3.82137,7.03,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/692.csv
673,2018-02-06T03:35:31Z,WeatherObserved,43.45943,-3.82223,7.29,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/673.csv
668,2018-02-06T03:35:25Z,WeatherObserved,43.46029,-3.81907,5.8,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/668.csv
682,2018-02-06T03:35:17Z,WeatherObserved,43.46017,-3.81944,5.48,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/682.csv
661,2018-02-06T03:35:08Z,WeatherObserved,43.46039,-3.81873,4.24,,2.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/661.csv
743,2018-02-06T03:34:09Z,NoiseLevelObserved,43.45903,-3.82485,,,,50.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/743.csv
678,2018-02-06T03:33:59Z,WeatherObserved,43.46069,-3.81765,0.0,,0.1,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/678.csv
689,2018-02-06T03:33:37Z,WeatherObserved,43.46008,-3.821,5.54,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/689.csv
656,2018-02-06T03:33:14Z,WeatherObserved,43.45993,-3.82042,4.9,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/656.csv
243,2018-02-06T03:32:44Z,WeatherObserved,43.46239,-3.8052,7.29,,0.07,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/243.csv
681,2018-02-06T03:32:32Z,WeatherObserved,43.45859,-3.82551,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/681.csv
691,2018-02-06T03:28:13Z,WeatherObserved,43.46068,-3.81887,5.74,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/691.csv
345,2018-01-25T09:25:20Z,WeatherObserved,43.46339,-3.80582,10.45,,301.23,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/345.csv
623,2018-01-11T02:13:26Z,WeatherObserved,43.45733,-3.80973,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/623.csv
61,2017-12-14T19:35:28Z,WeatherObserved,43.46086,-3.808,13.8,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/61.csv
420,2017-12-14T19:31:08Z,WeatherObserved,43.46173,-3.80836,0.0,,0.07,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/420.csv
429,2017-12-14T19:31:08Z,NoiseLevelObserved,43.46168,-3.81093,,,,67.7,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/429.csv
424,2017-12-14T14:47:16Z,NoiseLevelObserved,43.4615,-3.8093,,,,58.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/424.csv
412,2017-12-14T14:37:21Z,WeatherObserved,43.46152,-3.80949,0.0,,66.14,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/412.csv
207,2017-12-14T14:37:03Z,NoiseLevelObserved,43.46128,-3.80852,,,,75.0,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/207.csv
204,2017-12-14T10:43:27Z,WeatherObserved,43.46202,-3.80839,13.61,,476.83,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/204.csv
60,2017-12-14T07:41:55Z,WeatherObserved,43.46078,-3.80802,11.35,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/60.csv
203,2017-12-14T06:21:02Z,WeatherObserved,43.46218,-3.80864,12.06,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/203.csv
64,2017-12-14T05:34:59Z,WeatherObserved,43.46156,-3.80745,11.67,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/64.csv
425,2017-12-14T05:34:58Z,WeatherObserved,43.4613,-3.80908,11.61,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/425.csv
428,2017-12-14T05:34:47Z,WeatherObserved,43.46161,-3.81068,9.8,,0.03,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/428.csv
205,2017-12-14T05:34:23Z,WeatherObserved,43.46157,-3.80849,11.93,,0.02,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/205.csv
421,2017-12-14T05:33:55Z,WeatherObserved,43.4615,-3.80862,9.67,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/421.csv
426,2017-12-14T05:33:43Z,WeatherObserved,43.46133,-3.80936,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/426.csv
415,2017-12-14T00:39:56Z,WeatherObserved,43.46133,-3.80822,10.77,,0.18,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/415.csv
418,2017-12-14T00:23:53Z,WeatherObserved,43.46152,-3.80775,0.0,,0.02,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/418.csv
56,2017-12-13T23:00:19Z,WeatherObserved,43.46102,-3.80743,12.7,,0.54,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/56.csv
411,2017-12-13T23:00:19Z,WeatherObserved,43.46144,-3.81,12.77,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/411.csv
62,2017-12-13T23:00:17Z,WeatherObserved,43.4609,-3.80786,11.87,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/62.csv
57,2017-12-13T22:05:28Z,WeatherObserved,43.46096,-3.80778,12.25,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/57.csv
202,2017-12-13T20:00:59Z,WeatherObserved,43.46217,-3.80892,13.74,,0.13,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/202.csv
251,2017-12-11T06:51:52Z,WeatherObserved,43.46225,-3.80332,9.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/251.csv
180,2017-12-10T04:24:19Z,WeatherObserved,43.46301,-3.79621,0.0,,15.46,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/180.csv
319,2017-12-01T21:50:53Z,WeatherObserved,43.46291,-3.80318,0.0,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/319.csv
93,2017-10-18T08:37:11Z,WeatherObserved,43.46074,-3.80812,-36.58,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/93.csv
74,2017-10-18T08:35:44Z,WeatherObserved,43.46138,-3.8076,-39.09,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/74.csv
66,2017-10-16T05:56:30Z,WeatherObserved,43.46162,-3.80669,228.77,,,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/66.csv
558,2017-10-04T07:02:58Z,WeatherObserved,43.45075,-3.82911,17.35,,0.0,,http://datos.santander.es/api/datos/sensores_smart_env_monitoring/558.csv
