"anyoConstruccion","normativaVigente","referenciaCatastral","tipoEdificio","codRegistroComAutonoma","direccion","municipio","zonaClimatica","procedimiento","fechaCertif","perteneceEdificio","perteneceCertificacion","calEmiCO2ACS","calEmiCO2Calefaccion"
"1993","NBE-CT-79","310000000001732760ZW",,"2023/822497","CALLE BATONDOA, 3, 3º, A","Navarra","D1","CE3X","15/05/2023","127485","127485","G","E"
